text,classification
ela foi la para a limpesa semanal na casa onde o mula vai ficar escondido,1
espero que essa infeliz fique por la e so volte quando for convocada pela receita federal,1
a anta foi pro uruguay  pra elaborar seu plano de fuga junto aos seus comparsas e aliados,1
fica ai janete traste inutil destruiu o brasil vaca,1
tem que cuidar para que esta bandida nao venda infirmacoes sensiveis do brasil,1
seus baitola vem fazer na mao vou dar um murro certeiro nessa tua cara feia da porrrra,1
essa velha ta armando plano de fuga pra ela e para o pedecana ta na cara so a pf nao ve,1
ve se nao volta nunca mais e mora na fazenda do molusco,1
reuniao de comunistas e corruptos,1
ai que ela fique por la definitivo e leve o molusco tb,1
cruz credo dessa bosta,1
porque nao morre desgraca,1
ta fazendo a cama para e para o moluscovai que,1
a zika mosquita estocadora de vento tambem esta de mudanca pro uruguai vai ser vizinha do molusco,1
essa terrorista nao vai presa por ter roubado e atrasado um pais que morra logo demonio,1
o que a velha tem na mao   ops desculpa   tem no casco  ,1
depois de legalizar a maconha agora o uruguai legaliza outra droga um pais a beira do precipicio ,1
morre desgracada,1
gracas a idiota levandowhisky,1
foi dar uma olhadinha na conta dela e aproveitando vai ficar na casa do  dedos em punta,1
vagabunda,1
bruno nao e kou e assimva tomar no seu gu,1
ja fez programa hoje ,1
vira ai que eu vou apontar o dedo no seu,1
pensem numa mortadela maconheira chata ,1
vc tem algum retardo ou e burrice mesmo maria,1
essa maria benta provou do peba na pimenta de seu malaquias ,1
maria vai lavar uma louca que voce ganha mais ,1
toma vergonha na cara seu boiola maconheiro infectado,1
quase sempre um boyola reconhece outro boyola e o caso do rubinho,1
o cara vai chupar uma piroca  vai,1
gayzinhos de barba sao os que mais entristecem os pais,1
ganhou duas vezes dos coxinhas golpistas entendo essa raiva,1
ganhou pq nordestino nao sabe votar,1
ganhou com bilhoes roubados da petrobras bndes e furnas,1
marcio nao sou seu irmao nao nao tenho irmao baitola,1
ta com mais moral que o presidento dos coxinhas kkkkkkkkkkkkkkk,1
e so ver o numero de dislike de seu coment inutil e ver que nao tem tanta moral assimpalhaco ,1
quena o tirso esta sentindo muita falta do charuto de mertadela tadinho aceita que doi menos,1
aonde a vaca vai o boi vai atrasta apaixonado,1
tirso tem gente que come pela boca voce certamente come por tras,1
rosanabandida esquerdista e fedorenta,1
esse ai gosta de um charuto de mortadela no meio das pernas,1
minha esperanca e que vc fosse um troll mas da para ver que vc e ignorante mesmo,1
agora eu vi a capacidade do ser humano de ser troxa,1
estrategia vermelga acefala terceirizar a culpa xingar e denegrirkkkk tchau queridos,1
rosangela voce nao tem nivel nem para comentar um assunto deste e uma coitada,1
coitada e o minimo a definila      eu a chamaria de podre   ,1
ela e autoridade maxima do judiciario nao e ministra da saude vao se informar seus zes ruelas,1
burro,1
rogerio entao ela tambem nao e secretaria da seguranca publica seu  ignorante ,1
mortadelas nunca entendem nadakkk,1
bandido tem mais e que peidar pra muzenga mesmo resolvam esse problema de superlotacao fazendo pelo menos  carandiru por dia simples ,1
a policia civil do rj por exemplo nao tem nem privada pra kaggar e essa capivara ta preocupada com bandido ,1
carmen capivara lucia por favor me de o exemplo e leve meia duzia dessas vitimas da sociedade pra sua casa faca um coquete nele libere o anel de couro de refresco de groselha mostre que tem coracao ,1
ricardo a sua desculpinha e de va  ga  bun  do uma coisa nao anula a outra,1
o roberto adora a palavra acefalo de tanto ouvir ele incorporou ao vocabulario pobre e inculto,1
estou torcendo por um estu pro coletivo ja comprei varios azulzinhos rsrsrs,1
querendo se aparecer porq nao vai visitar as vitimas desses estrumes  lamentavel ,1
inversao de valores ao inves dessa velha visitar hospitais asilos orfanatos visita presidios vai tomar no ,1
o molusco vai achar a cadeia superlotada e pra nao dar na pinta ela comecou a visitar outras antes,1
so falta essa judia carcamana ficar com do leve pra sua casa no lago sul,1
a corja que apoia o golpe so fala merda,1
essa idiota nao tem o que fazer,1
sempre digo que mulher feia costuma dar problemanao ha quase excecao algumatem umas que quando chegam a presidencia da republica dao tanto problema que vc nao acredita,1
kkkkkkkk falida igual seu comentario idiota,1
o cara joga muito mas transa com o bum bum ,1
que comentario de bosta foi esse deve acompanhar muito o futebol europeu pra fazer um comentario desse,1
vc come bosta pra falar uma asneira dessa,1
bianca essas ronaldetes me dao nojo raca nojenta,1
lugar de mulher e na pia fogao e cama,1
ezequiel lugar de mulher e aonde ela bem entender se doeu toda pq falou verdades sobre o seu idoiozinho  machlsta gay chora nao,1
vai lavar louca dona,1
marias no cio sou louco por marias,1
maria vista aquele biquini que hoje vou lhe usar princesa,1
ui nooooooofa que lindo fofa nosso galao e mara ne amiga  rajkazblanks ,1
maria detected vai beijarumsacow,1
vai tomar seu remedio velho gaga kkkk sv,1
triste ve vizeu no banco enquanto esse bosta do lerdeiro titular os numeros nao mentem sem ele o flamengo e mengao com ele menguinho,1
ze ricardo vc e burro,1
assinado molambo iludido kkkk sv,1
se o juiz tivesse dado o penalti em cuiaba esse bosta nao estaria falando assim,1
da  xozota da mae ,1
o flam e r d a vai aproveita o juiz e os bandeirinhas no profissional em ,1
era o cheiro da bucelta da sua mae,1
cala a boca truta xincheiro,1
tenho nojo do flamengo timinho de torcida terceirizada de nordestinos fedidos que pensa que e carioca da gema quando nao passa de um time que tem mais identificacao com o nordeste do que com o rio quando se fala em flamengo se imagina um monte de paraibas fedidos e sem agua falando framengo e com camisa do camelo respeito o vasco e o botafogo esses sim quando se fala em rio de janeiro se lembra deles saudacoes corinthianas,1
hahahahaahahahahahahah gazela detectada,1
isso e uma bishona daqui a pouco ele fala que se o leicester ganhar a champions ele da ucu,1
esse negro e o seu pai sua mae deu pra ele quando jovem,1
voce ta e na zona sua galinha,1
ah vai se fu de voce,1
ei framengo vai ter que se contentar com o cheirinho de bosta do piscinao de ramos kkkkkkk  essa taca nao e pro seu nariz kkkkkk ,1
as rubronecas piiiiiiiiiira com cheirinho de pum de porco,1
mulambos  setem o cheirinho de hepicanuncukkkkkkkkkk,1
sente o cheirinho do meu peido kkkkkkkkkkkkkkkkkkkkkkkk ,1
sente o cheirinho peido de porco nas suas caras kkkkk,1
flamerdas voces tem estadio  entao nao tem pinico proprio kkkkkkkkkkkkkkkkkkkk,1
voce e um doente,1
sua mae nao reclama joaozinho,1
ragnar e nome de travesti da escandinavia,1
acaba de comprovar a burrice que lhe imputava,1
menos um mas tem que queimar logo o corpo dele antes de chegar na porta do nem sei e politico mesmo  do inferno,1
errou sou gaucho e tenho marido,1
o investigador investiga isso vcefdpta,1
esse ai senta na boneca,1
esse da  re do quiibii kkkkk,1
paulo vai to mar no c uu,1
porque vc acha que precisa receber para protestar  sua vida deve estar muito boa  porque para a maioria esta uma bosta  ,1
faltou choque nesse velho hipocrita,1
esses petralhas malditos,1
michelle temmer safadao traira,1
reforma estrutural no seu rbbono meu nao,1
hmmmmmmmmmmmisso e uma bichna,1
 entao e da lojinha da anta,1
e da lojinha da tua mae aquela prostituta,1
boca de buxeta,1
o certo seria bun da mole,1
e o piaui querendo assustar o mundo com esta figura ou so nasce gente feia la,1
aquela bocarra falando e cuspindo sem contar com um mau halito fetido nojo,1
tambem com um nome feio desse heraclito boca mole virou elogio pra esse ladrao kkkkkkkkkk,1
esse boca mole tem cara de saco murcho,1
vermelho nojento deveria levar um tiro na cara bandido ,1
vagabundo,1
sapo demonio seria mais apropriado,1
relmente o boca mole e da mesma linhagem dos neves,1
esse  canalha  e  outros  tinha  que  ser  fuzilado  em  praca  publica     ,1
boca de sapo,1
sera que o rato vai se ofender se eu fizer uma comparacao com este monte de bosta falante,1
ta nadando em dinheiro entao chamar de boca mole e o que menos importa e um ratao do banhado,1
boca de cloaca,1
parece mesmo com um sapo boi,1
desgracado bandido mais bandido ainda e quem vota numa desgraca dessa  eta povo burro ,1
raposao politico de profissao  ta no fim da carreira e o piaui o adora  eh boca mole eheheh,1
vai pagar muito boq na cadeia para outros presos com essa boca de buc inchada,1
voce e ingenuo ou um perfeito idiota ,1
esse balofo vai morrer pela boca ,1
debil mental ,1
morra ,1
melhor seria c u depois de diarreia,1
eu ja havia arranjado um apelido para ele aqui em casa ocuquefala,1
e tem mulher que se deita com issoate o todo feio tem uma filha lindaso nao sei se e dele,1
so de olhar pra cara desse sujeito ja da vontade de vomitar,1
pior que acho que nao so a boca que e mole mais feio que este so o cervero,1
melhor que todo feio mas no presidio vao dar outro apelido pra ele ruim de bokket,1
nao deve ser somente a boca que e moleo falecido nem  sobe mais,1
alem de tudo e debochado essa coisa  boca de geleia,1
prefiro ver o lula morto,1
cosmo santiago larga de ser mortadela e vai procurar emprego ,1
esses petebas sao piores que asnos puxadores de carroca,1
e a mesma denuncia burrao,1
o pior e que e a quinta ele nem pode contar nos dedos da mao que lhe falta kkkkkkkkkkkk,1
queremos ele morto,1
onu  kkkkkkkk onu e bosta e a mesma coisa seu anta,1
ele vai  sentir o peru entrar,1
o moro vai sentir o peru do aecio entrarkkkk,1
carlinha antinha a servico dos petebas ridicula,1
joao retardado presta atencao na gangue que esta tomando o brasil de assalto ,1
tanto coxinhas quanto mortadelas sao pamonhas,1
todo mortadela e vitima de sua propria ignorancia,1
concordo com o carlos isso aqui e lavagem cerebral pra asnos,1
vou festejar a prisao desse vermebarbudo mais que o ano novo,1
olha ai um esquerdopata cmedor de alfafa me negativou  ,1
bebeu creolina malucova estudar politica,1
esta chegando sua hora bode velho asqueroso,1
quesefodaessefdp e quem gosta e defende ele tbm,1
g canalhas e os comentariosenfia la,1
e um monte de bosta mesmo no minimo e do norte ou nordeste que trabalhar que e bom nao trabalha vive do bolsa familia por isso vai votar no luladrao,1
tremendo gozador esse daniel alcantara  mas se nao for gozacao lhe digo daniel deixa de falar bosta daniel,1
tu isso tu aquilo o gauchada boiola kkkk,1
guy gay boiola e tu e teu pai,1
sabe o que e foro privilegiado seu bosta  burro,1
vai dar de  pro lulao vai mas leva viagra,1
o filhodaphuta do brasil ,1
ai louca ta nervosinha,1
luis e mais um que o encantador de burros pegou,1
eduardo comedor de alfalfa rs,1
o encantador de burros pegou mais dois,1
boisonso voce esta errando no uso das virgulas,1
burro asno topeira,1
mulher grossa estupida e ignorante ,1
por favor nao abram as porteiras para que os jegues asnos e burros nao saiam,1
alem de burro e analfabeto,1
hahahahahaha jumento,1
primeiro vai aprender a escrever ignorante,1
vai la lamber as bolas dele,1
que tipo de idiota abestado e voce ,1
vai lavar panela sua vaca,1
e vc e um idiotao,1
isso nunca foi dito miseravel idiota,1
romulo come bosta,1
lizzie come bosta,1
alienada ,1
alienados ,1
esse juizeco do moro e  um canalha,1
tinha que ser baianoputz que povinho,1
kkkkk maior ladrao que merece a morte ,1
bruno cria um cerebro e pensa,1
sivil  vai estudar seu ignorante,1
silvio que grande asneira seu asno,1
cala essa boca jumento,1
pobre burro neque apoia a direita,1
ohhh doe um dos burros encantado pelo ladrao,1
  gabriel  voce  deve  ser  um  grande  covarde    se  voce  peidar  voce  se  caga  todo          ,1
esse asno ainda tem meu nome ta de sacanagem,1
kkkkkkkkkkkkk que idiota,1
psicopata seu doido ,1
sao paulinos gostam de mamar no cajado,1
flam e r d aflaf e z e sexcremengo,1
vc  deve ser retardado  ,1
enfia no rab o da sua mae,1
nossa tudo o que eu vejo na pagina do fluminense sao mulambos sem nada pra fazer porque em vez de ficar falando bosta nas paginas de outros times vai fazer uma coisa produtiva,1
o unico argumento que esse bosta tenta ter e de freguesiaai eu falo que freguesia kkkkkkkkkk os constantes rebaixamentos deixaram esses torcedores do vasquinho debiloides kkkkkkkkkkkkkkk,1
andre noiado ver se diminue o fumo ta dificil,1
coloco vc otario ou su amae,1
srn sou a r a b u d a do negao,1
eu passei na tua mulher e deixei minha g o z a d a,1
jkkkkkkkkkbosta de clubenao tem dinheiro pra contratar pra comprar camisa mas tem estadiokkkkkkkkkvice eternopiada do brasil segunda eu volto,1
p i r a n h a,1
treina num curral voce viu o ct pronto doente,1
inveja de uma bosta dessa que vai voltar pro lugar dele segundona,1
mais um jogo e o flaf e z e s sem estadione g l o b o,1
cala boca o idiota ,1
outro asno que nao sabe nada esse artur,1
esse time em que todos gostam de ceder a cauda,1
e vc e analfabeta,1
mas no sao paulo o apressado come c u,1
anderson zanin o famoso corneca    cornocareca,1
entupiu de gols as redes do cocoxa o mais rebaixado coritibibas coritibichascocouto   porqueira,1
comedor de trakinas,1
walter devia lutar sumo poderia se dar bem,1
o gordao ainda fica rindo consegue nem ficar de pe,1
burro,1
vadio esse walter,1
esse sorriso sonata nunca deve ter visto e nem jogado futebol marcelo e daniel alves jogam a anos em times de ponta da europa ja ganharam ds os titulo ja estiveram varias vezes na selecao do mundo e vem esse bosta falar q eles sao ruins,1
karen vai lavar a louca q ta suja,1
nossa traz mais uma ai pra nos beber gostei da  do parmerda neleskkkkkkkkk,1
ta com cara de quem peida na farofa kkkkkkk,1
devolve meu nick marica desocupado,1
aprende a escrever cavalo ,1
vc e bi da b sem mundial tanbem kkk,1
mais um sem mundial bi da b lesma verde  kkkkk,1
nossa anselma bibona invejosa sem criatividade,1
essa mina tem cara de cavalo ,1
ricardo tem cara de cavalo mas e uma potranca,1
jogando o milho e sentando no sabugo ne maria,1
cheiro de coco aqui,1
seu nome ja disse tudo e um maria mesmo,1
guilherme seu idiota,1
lurdinha burra,1
alo sua vai botar ovos suas fracast ,1
mierdas,1
time bosta cai gigante nunca kkkk,1
bi sexual ne e o unico bi que vo tem mane,1
com essas contratacoes as frangas vao tomar no oi,1
time de me r da,1
vendido foi a sua mae aquela vaca,1
vai chupar uma banana bixo histerico,1
e muita idiotice pra um cara so kkkkkkkkkkkkkk,1
adinaldo bibinha,1
ja nao basta um senador cagar para uma decisao do stf agora um advogado batendo de frente com um juiz kkkkk brasil um pais de inversao de valores,1
joao ostral um idiota assumido que beleza ,1
ahh  esqueci vagabundo nao trabalha,1
sua batata ja esquentou seu bebado e ladrao do povocadeia neles drsergio moro ,1
defeca pelos dedos,1
e com o a nus faz outra coisa,1
e os vermes do psdb aaaa isso nao vem ao caso  ,1
adoooooooooooro cala boca fela da p,1
advogado de bandido e bandido igual e tem que ser exterminado,1
idiota aparelhado,1
acho que o aecio nao telefonou para o juizeco hoje ta dando piti de saudades kkkkk,1
idiota,1
idiota aparelhado,1
a mamis ja foi ne mas eu chamo sua mulher  de mamis sabe nada inocente,1
adianaldo  a prega no final continua firme e forte ,1
igual a da sua mamis uma prega indestrutivel  kkkkkkkkkkk,1
ruy vc acreditava no japa da federal tb ne jumento,1
entrou no seu fedidinho junior  esse ui e proprio da sua gayzisse,1
doeu o buraco do coxa,1
doeu o buraco do peta,1
o dia do seu macho vai chegar aguarde compre lenco pro choro esterco humano,1
alexandre esta maluco so pode comeu titica quando crianca,1
olha se fosse assim ja tinham prendido e esquartejado o luladrao e kd ,1
e isso  ai rafael aqui esta  cheio de analfabeto querendo dar pitaco,1
junior no nome e marmota nas atitudes ooooooo sujeitando tapado,1
vai se tratar doente,1
idiota,1
eternos alienados e analfabetos petralhas,1
andre tu e uma besta  ,1
uma so e pouco besta ao quadrado ,1
e muito bom ver mortadelas desesperadasnervosas nos comentarios alheioskkkkkkk,1
la vem mais um afeminado peta invadir comentario alheio uiiiiiiii nojentaaaa,1
quando sua me devolver o troco de r  pelo servico oral que ela me fez,1
quando ele abusar sua mae  retardado,1
aluisio tu es um verdadeiro idiota,1
adinaldo kkkkkkkkkkkk de novo defe cando mortadela,1
nao junior soares defequei uns juniorizinhos soares aqui,1
paulo extirpado vai seu c u,1
todos com o nordeste sempre os bandidos estao todos no sudeste,1
nao joga nada  ainda esnoba o brasil  espanhol  de merd,1
esse bofe do joao paulo alem de ser lindo deve ter um paulo maravilhoso noizinhas do mengao amamos srnsomos rabudas negao  dcm diametro crfcheirinho r fedida,1
noizinhas do mengao temos um urubu que se chama nku para os jogos neste ano contra os bofes dos outros times devemos levar nku ou deixar nku por favor o que devemos fazer srnsomos rabudas negao  dcm diametro crfcheirinho r fedida,1
o foguinho tem a conmebosta kkkkk,1
conca ta bixado manekkkkkkkk,1
menor fica minha piroka quanto mais da metade ja ta dentro docusso da sua mae,1
enquanto issoo palmerda bi rebaixado continua sem mundial kkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
chola mais florzinhas,1
vai procurar uma pra mamar freddie mercury e o melhor que saber fazer rubroneca,1
velho babao para de falar asneiras na nossa pagina,1
sonha boneca,1
aa que isso  as tricoletes estao descontroladas,1
ja temos umseu abestado,1
rubronecas,1
vai retocar a maquiagem tricolete o frufru nao come ninguem ele e comido ,1
teu c,1
idolo do fudinense e serie b teve que entrar na justicao pra nao cair,1
as rosquinhas das tricoletes estao ardendo por causa do conca pode   ,1
dorzinha de cotovelo e coisa de florzinha einmimimimi ,1
as florzinhas ficaram chateadas kkkkkkkkkkkkkkkkkkkkkkkk,1
mulambos subornadores paguem a serie b,1
mulambos  nao passam da primeira fase da liberta  quem viver vera  vao ficar so no cheirin de novo frameigo o clube mais cheiroso do brasil  kkkkk,1
meigos eles sao mas cheiroso nao fedem a urubu,1
eu quero ver o abel brucututreinando esse time de bonequinhasnao vai da certo ,1
so digo outra coisa  fdss,1
seu idiota flamengo nao vai pagar o salario do conca integramente e ele  vai receber  so quando comecar a jogar fala besteiras nao,1
ele vai jogar de graca kkkkk seu retardadodaqui a seis meses ele vai ficar mais ricoe vcs sem titulos sem vitoria e o cheirinho de joelho podre aumentara custo beneficio zeroentendeu sid noiakkkkkkkkta com diarreia mentalkkkkk,1
kkkkkkkk com uns caras desses quem quer jogar no fudinense ,1
fudinense e a melhor  kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1
a calcinha da tua mae ja tirei faz tempo e com facilidade pergunta pra ela,1
a progenitora dessa fezes esqueceu de dar descarga quando largou dentro do sanitario obs ela nao usa calcinha,1
de grande flamengaysta so gosta mesmo e da torcida as rubronecas nem se importa se e torcida para a esquerda ou para direita mas tem que ser grande,1
estao melando as calcinhas as tricoflorzinhas,1
em resumo deve ser um idiota,1
viadage total isso ai,1
torcendo pro cruz subir e enfrentar o aldo alguns low kicks do brazuca ja sao suficientes pra destruir os joelhos do cruz e consequentemente acabar com a carreira daquela desgraca ,1
ele chamava pra atras da escola e sentava nos garotos kkkk,1
viadage master essa de vcs kkkkkk,1
ridicula vergonha para a familia e para o filho,1
cola velcro perdeu o meu respeito,1
sapatao,1
canta com se tivesse engolindo  litro de porra,1
vai roubar a neve tambem,1
estragando a paisagem,1
roubou ate a neve brancamacaca,1
lixo do crl,1
ela esta fazendo isso para aparecer nao e gay coisa nenhuma e uma vergonha isso sim,1
volta pra jaula sua macaca vou pegar meu xicote sua preta fudida,1
achei que a macaca vivia apenas na floresta ou no zologico,1
espera essa neve derreter e usa ela pra lavar louca,1
